Incidenct Code;Customer Company Group;Customer Company;Create Date-Time;Resolution Date-Time;Incident Status;Incident Description;Support Group;Tower Group;Domain Group;Priority;Urgency;Resolution Description;Assigned Organization;Inc. Category;Last Modified Date;Inc. Type;Inc. Element;Aging (Days);Localización Cliente;Departamento Cliente
INC000000968065;IBERIA;IBERIA;01.01.18 15:03;04.01.18 12:23;Resolved;Escalado Job: Mail message from CONTROL-M: Ha fallado el job D29OCTRL en zlc , avisar en horario la;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Fallo D29OCTRL Impact: Bajo Root Causes: Faltan ficheros que reclamar. Steps taken: Se borra el proceso.;Mantenimiento COBOL;INCIDENT;04.01.18;PROCESS FAILURE;BATCH;3;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000968068;IBERIA;IBERIA;01.01.18 16:49;03.01.18 17:11;Resolved;Host: bddwhl-scan.ib y SID: ibdwiag ya que están fallando los procesos de carga SMART por esto.APPLI;DBA-Server-Support;Server Tower;Server Tower;Alta;2-Alta;Application team confirmed , closing this request.;Unidad de Operaciones Ordenadores;INCIDENT;03.01.18;SOFTWARE FAILURE;;2;SIN IDENTIFICAR;
INC000000968070;IBERIA;IBERIA;01.01.18 17:37;01.01.18 17:36;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.;Unidad Control del Servicio;INCIDENT;01.01.18;PERFORMANCE ISSUE;;0;PNA AEROPUERTO;POLIVALENCIA PNA PAX (AHAIN0PZ)
INC000000968071;IBERIA;IBERIA;01.01.18 17:18;01.01.18 17:18;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;01.01.18;ACCESS FAILURE;PASSWORD RESET;0;EDIFICIO T.M.A. - ALMACENES;CARPINTERIA (AMIRT0EB)
INC000000968151;IBERIA;IBERIA;01.01.18 17:48;01.01.18 17:58;Resolved;Solicita reset de usuario de RESIBER/AMADEUS;CSUSAS;Delivery;Delivery;Baja;4-Baja;sign in reseteado;Unidad de Operaciones Ordenadores;INCIDENT;01.01.18;ACCESS FAILURE;PASSWORD RESET;0;PNA AEROPUERTO;POLIVALENCIA PNA PAX (AHAIN0PZ)
INC000000968152;IBERIA;IBERIA;01.01.18 17:41;02.01.18 11:13;Resolved;Teléfono averiado 26406 y 26627;Fixed Telephony;Network Tower;Network Tower;Media;2-Alta;[BT] Problema en PBX Coral.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;02.01.18;TELEPHONY FAILURE;;1;SIN IDENTIFICAR;
INC000000968154;IBERIA;IBERIA;01.01.18 18:29;01.01.18 18:29;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;El usuario no aparece bloqueado en nuestro sistema. El bloqueo se ha producido en IBPróxima, y a los 15 minutos se ha desbloqueado automáticamente.;Unidad Control del Servicio;INCIDENT;01.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;EDIF.101 - HANGAR 3;TMA PROD LINEA MAD (AMNLL0GC)
INC000000968155;IBERIA;IBERIA;01.01.18 18:08;02.01.18 12:46;Resolved;gaudi Real time informa que no tienen informacion de las llegadas ni salidas de los aviones.;TSSUNUNISYS-BBDD;Server Tower;Server Tower;Alta;2-Alta;Inicio de weblogic;Unidad de Operaciones Ordenadores;INCIDENT;02.01.18;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (BARCELONA);RAMPA BARCELONA (AHABU0RA)
INC000000968156;IBERIA;IBERIA;01.01.18 17:52;02.01.18 10:03;Resolved;LINUX_sun - procl1.ib : Filesystem transfer_jerbo esta ocupado al 97.37%. Abrir Remedy al grupo USCA;USCABAM;Application Tower;Cobol Domain;Media;3-Medio;Issue: Sistema de archivos transfer_jerbo ocupado a más del 90% en procl-lh. Impact: Bajo. Steps Taken: Se borran históricos.;Mantenimiento Financiero;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;1;MANDOS;
INC000000968159;IBERIA;IBERIA;01.01.18 18:07;02.01.18 12:39;Resolved;MERLIN caida;TSSUNUNISYS-BBDD;Server Tower;Server Tower;Alta;2-Alta;Inicio de weblogic;Unidad de Operaciones Ordenadores;INCIDENT;02.01.18;SOFTWARE FAILURE;;1;NEO-MARTINEZ VILLERGAS 49;CREW CONTROL (APP002)
INC000000968160;IBERIA;IBERIA;01.01.18 18:18;02.01.18 12:39;Resolved;Fallo Software: Sin acceso a Merlin;TSSUNUNISYS-BBDD;Server Tower;Server Tower;Media;3-Medio;Inicio de weblogic;Unidad de Operaciones Ordenadores;INCIDENT;02.01.18;SOFTWARE FAILURE;;1;SIN IDENTIFICAR (MADRID BARAJAS);GE.ESTAND Y PROC- ASIST T (AVY000AS)
INC000000968165;IBERIA;IBERIA;01.01.18 21:18;01.01.18 21:18;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;01.01.18;ACCESS FAILURE;PASSWORD RESET;0;NEO-MARTINEZ VILLERGAS 49;GEREN. FLOTAS (AVV000)
INC000000968167;IBERIA;IBERIA;01.01.18 21:49;01.01.18 21:49;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;01.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (BARCELONA);RAMPA BARCELONA (AHABU0RA)
INC000000968168;IBERIA;IBERIA;01.01.18 22:52;01.01.18 22:52;Resolved;Llamada centralita;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se le proporciona al usuario el telefono que necesita para su pesquisa.;Unidad Control del Servicio;INCIDENT;01.01.18;ACCESS FAILURE;;0;SIN IDENTIFICAR (VUELO);FLOTA A340 (AVVIL0A0)
INC000000968170;IBERIA;IBERIA;01.01.18 23:48;01.01.18 23:48;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente mediante correo electrónico.;Unidad Control del Servicio;INCIDENT;01.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR (MADRID BARAJAS);T.C.MAD- C.I.C (AGDM00MC)
INC000000968171;IBERIA;IBERIA;02.01.18 00:17;02.01.18 00:20;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Reseteo SAP;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;EDIF.103 - HANGAR 1;PRODUCCIÓN ESTRUCTURAS AZ (AMIRT0OB)
INC000000968172;IBERIA;IBERIA;02.01.18 01:30;02.01.18 05:23;Resolved;ALERTA-CRI ERROR CRITICO EN ROBOT BATCH (Proceso: Emision RIO ET);AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;[02/01/2018] NIIT.mpsingh Issue: PNR was stuck in RIO ET robot module. Business Impact- None Resolution: PNR was removed from the queue and was sent to queue 22 for manual processing.;MANTENIMIENTO IB.COM;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000968178;IBERIA;IBERIA;02.01.18 05:17;02.01.18 13:29;Resolved;status=Acknowledged mc_priority=5 - Lowest mc_owner= date_reception=2/01/18 5:05 severity=Critic;SSCCLMZ;Service Ops Tower;Service Ops Tower;Media;3-Medio;Resultado;Unidad Control del Servicio;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;SIN IDENTIFICAR;
INC000000968181;IBERIA;IBERIA;02.01.18 05:56;02.01.18 05:56;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad para poder reiniciarle la contraseña.;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (BARCELONA);ESP. DE SOPORTE MATERIALE (AMICI0BC)
INC000000968191;IBERIA;IBERIA;02.01.18 05:49;02.01.18 05:49;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000968192;IBERIA;IBERIA;02.01.18 05:43;02.01.18 20:22;Resolved;LINUX_sun - bdl2.ib : En el Filesystem backup se están usando el 90.05% de los Inodos. Call out to D;DBA-Server-Support;Server Tower;Server Tower;Media;3-Medio;now its 60%;Unidad de Operaciones Ordenadores;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000968194;IBERIA;IBERIA;02.01.18 06:36;02.01.18 06:36;Resolved;Solicita desbloqueo usuario LDAP.;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se comprueba acceso tras desbloqueo.;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD UNLOCK;0;XRY AEROPUERTO;JEREZ POLIVALENCIA PAX (AHASX00Z)
INC000000968195;IBERIA;IBERIA;02.01.18 06:06;02.01.18 09:01;Resolved;LINUX_sun - ALERTA_NOCRI Iberia.com - ES - Sin actividad de pagos OnlineBanking en las ultimas 3 hor;AM_MTO_IBCOM;Application Tower;Ib.com;Media;3-Medio;1/2/2018 1:23:22 PM, NIIT.ntiwari Issue: No payment Activity in last 3 hours. Resolution: Payment was already active monitored for a while and as per the logs attached we can see the payment successful. 1/2/2018 1:23:22 PM, NIIT.ntiwari, Closing this incident as payment is already active in table and as per the logs attached below we can see the payment successful. /wl_app/ibcom_B/apli/logs/onlineBanking.out:02 Jan 2018 08:46:07,343 INFO - [ ViewDetailPurchaseAction::securePerform ] >> Pago por Online Banking ACTIVO Pnr:KD8TIF /wl_app/ibcom_B/apli/logs/onlineBanking.out:02 Jan 2018 08:46:14,655 INFO - [ ViewDetailPurchaseAction::securePerform ] >> Pago por Online Banking ACTIVO Pnr:KD8TIF /wl_app/ibcom_B/apli/logs/onlineBanking.out:02 Jan 2018 08:49:29,340 INFO - [ ViewDetailPurchaseAction::securePerform ] >> Pago por Online Banking ACTIVO Pnr:KDVJW4 1/2/2018 11:00:10 AM, NIIT.ntiwari, We have checked and found that the payment is already active in hot table. Monitoring it for a while.;MANTENIMIENTO IB.COM;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000968196;IBERIA;IBERIA;02.01.18 06:25;02.01.18 13:24;Resolved;[IMM003] Error de intervalo de rango;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;;Mantenimiento Dir. Técnica;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;BCN AEROPUERTO;RESP. MANT. (AMNLB2)
INC000000968197;IBERIA;IBERIA;02.01.18 06:35;18.01.18 15:39;Resolved;NTCCORREOSKM001 - C280/A0ED022035420 - Bandejas solo detectan A5;Soporte KONIKA/MINOLTA;KONICA;EUC;Media;2-Alta;Ok;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;18.01.18;PRINTING FAILURE;;16;SIN IDENTIFICAR (MADRID BARAJAS);T.C.MAD- DOCUM. (AGDM00MA)
INC000000968198;IBERIA;IBERIA;02.01.18 07:13;02.01.18 08:09;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Resuelto;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;HANGAR 6;TMA MECANICA. PROD CAD1 H (AMIRD0FA)
INC000000968199;IBERIA;IBERIA;02.01.18 07:22;02.01.18 07:22;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000968200;IBERIA;IBERIA;02.01.18 07:26;09.01.18 13:39;Resolved;ACCESO DENEGADO AL CONTROL PRESENCIA;AIRPORT2;Application Tower;Aeropuertos;Media;3-Medio;Hablo con Sergi Brunat, y ya han habilitado la opción de control de presencia y solucionado la incidencia;Mantenimiento Aeropuertos;INCIDENT;09.01.18;SOFTWARE FAILURE;;7;SIN IDENTIFICAR (BARCELONA);MYP BCN (AHABU0TI)
INC000000968201;IBERIA;IBERIA;02.01.18 07:40;02.01.18 14:46;Resolved;[COM042] ERROR PARA RESERVAR Y EMITIR-AVALON-5300;IBIS_NDC_GAR;Delivery;Delivery;Baja;4-Baja;Incidencia duplicada (INC000000967402) en analisis;MANTENIMIENTO IB.COM;INCIDENT;05.01.18;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000968203;IBERIA;IBERIA;02.01.18 08:04;02.01.18 08:08;Resolved;Fallo Software: Ordenador bloqueado;SSI;Service Ops Tower;Service Ops Tower;Media;3-Medio;usuario llama indicando que ya esta desbloqueado;Unidad Control del Servicio;INCIDENT;02.01.18;SOFTWARE FAILURE;;0;EDIFICIO T.M.A. - ALMACENES;INGENIERIA SISTEMAS (AMIRT0RA)
INC000000968204;IBERIA;IBERIA;02.01.18 08:02;02.01.18 08:02;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Llamada abandonada 1min;Unidad Control del Servicio;INCIDENT;02.01.18;PERFORMANCE ISSUE;;0;SIN IDENTIFICAR;
INC000000968205;IBERIA;IBERIA;02.01.18 08:26;02.01.18 12:36;Resolved;GTR004 - Falla Aplicación NEMO.;TSSUNUNISYS-BBDD;Server Tower;Server Tower;Media;3-Medio;Inicio de weblogic.;Unidad de Operaciones Ordenadores;INCIDENT;08.01.18;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;MNG. GEST. SERV. R.H. (3YRC00)
INC000000968206;IBERIA;IBERIA;02.01.18 08:10;02.01.18 13:23;Resolved;Error SAP (tr: ZMD123);USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;;Mantenimiento Dir. Técnica;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);LINEA PROD. PANTALLAS (AMICN0AD)
INC000000968207;IBERIA;IBERIA;02.01.18 08:21;02.01.18 08:21;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;TALLER MOTORES;COMPLETACION CFM (AMITJ0CA)
INC000000968208;IBERIA;IBERIA;02.01.18 08:11;02.01.18 08:17;Resolved;[ICC001] Eliminar vuelo Salesforce SALA VIP;SSCCLMZ;Service Ops Tower;Service Ops Tower;Alta;1-Crítica;Resuelto;Unidad Control del Servicio;INCIDENT;02.01.18;DATA ISSUE;;0;SIN IDENTIFICAR (MADRID BARAJAS);PREMIUM HUB MAD BJS (BCLTP0BJ)
INC000000968209;IBERIA;IBERIA;02.01.18 08:05;02.01.18 11:35;Resolved;LINUX_ibm - SIC010:ERROR_EN_EJECUCION_JB;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;SE REVIsa el error, la ejecución no se ha lanzado debido a que hay otra ejecución corriendo.;Mantenimiento BI;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;MANDOS;
INC000000968212;IBERIA;IBERIA;02.01.18 08:24;02.01.18 12:36;Resolved;Fallo Merlin - ERROR OBTENIENDO DATOS JAVA.LANG.NULL...;TSSUNUNISYS-BBDD;Server Tower;Server Tower;Alta;2-Alta;Inicio de weblogic.;Unidad de Operaciones Ordenadores;INCIDENT;08.01.18;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;CREW CONTROL (APP002)
INC000000968213;IBERIA;IBERIA;02.01.18 08:26;09.01.18 13:56;Resolved;[TRYP]: Problema acceso a CONTROL DE PRESENCIA;AIRPORT2;Application Tower;Aeropuertos;Media;3-Medio;"Hablo con la usuaria y ya se ha corregido. Era una parametrización de la aplicación. Hay que marcar el check ""control de presencia"" en los empleados (pantalla información básica) y luego, en la pestaña de control de presencia, asignarle los grupos de trabajo correspondientes";Mantenimiento Aeropuertos;INCIDENT;09.01.18;SOFTWARE FAILURE;;7;SDR AEROPUERTO;POLIVALENCIA SANTANDER PA (AHAIC0PZ)
INC000000968215;IBERIA;IBERIA;02.01.18 08:30;02.01.18 08:30;Resolved;Requiere nueva contraseña;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se informa al usuario del proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR;
INC000000968216;IBERIA;IBERIA;02.01.18 08:25;02.01.18 08:31;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Resuelto;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MAINTROL (AMNLR00C)
INC000000968218;IBERIA;IBERIA;02.01.18 08:46;02.01.18 12:31;Resolved;GL Date Issue;USCVEAM;Application Tower;Financiero;Baja;4-Baja;Good morning, The automatic process of completion of AR transactions always changes the GL Date to the first day of the GL period. Furthermore, the day is not important for accountancy, the only thing important is the period DEC-17. If you need anything else, do not hesitate to contact us. Thank you. Kind regards. Financial System Support.;Mantenimiento Financiero;INCIDENT;02.01.18;SOFTWARE FAILURE;;0;SIN IDENTIFICAR;
INC000000968219;IBERIA;IBERIA;02.01.18 08:36;02.01.18 12:35;Resolved;SVU006 - IBERIA APPLICATION - CI+SVU006;TSSUNUNISYS-BBDD;Server Tower;Server Tower;Crítica;1-Crítica;Inicio de weblogic.;Unidad de Operaciones Ordenadores;INCIDENT;08.01.18;SOFTWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;SEN MN OFICINA TÉC Y APOY (AVT000)
INC000000968220;IBERIA;IBERIA;02.01.18 08:37;08.01.18 11:02;Resolved;Fallo Software: No es posible acceder al correo.;IAG EUC Remote Support;EUC;EUC;Baja;4-Baja;PST Repaired and now user can access outlook without any issues;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;08.01.18;SOFTWARE FAILURE;;6;NEO-MARTINEZ VILLERGAS 49;DIRECCIÓN VENTAS ESPAÑA (ACV000)
INC000000968223;IBERIA;IBERIA;02.01.18 08:33;02.01.18 08:33;Resolved;Nómina reset;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Procedemos al reinicio de la contraseña del usuario tras seguir el proceso de seguridad.;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;BCN AEROPUERTO;MNG. CTROL OPERATIVO Y CO (AHABC0)
INC000000968224;IBERIA;IBERIA;02.01.18 08:39;05.01.18 11:09;Resolved;Error al cargar información de titulares en la fase III por bloqueo de la tabla lk de clientes;Aplicaciones BI;Application Tower;BI;Baja;4-Baja;Se eliminan las sesiones que provocan el bloqueo, se restauran los procesos a un estado operativo, se mueven los ficheros necesarios y se ejecutan los objetos etl que restan. Se comprueba que termina todo ok.;Mantenimiento BI;INCIDENT;05.01.18;SOFTWARE FAILURE;APPLICATION ERROR;3;SIN IDENTIFICAR;
INC000000968229;IBERIA;IBERIA;02.01.18 08:42;04.01.18 12:29;Resolved;Mail message from CONTROL-M: HA FALLADO EL R05O210, avisar en horario laboral a USCIBMAM (amibmcap@i;USCIBMAM;Application Tower;Cobol Domain;Baja;4-Baja;Issue: Fallo R05O210 Impact: Bajo Root Causes: Fallo por chocar con BBDD Steps taken: Se relanza el proceso desde el paso fallado y funciona bien.;Mantenimiento COBOL;INCIDENT;04.01.18;PROCESS FAILURE;BATCH;2;MANDOS;U.OPERACIONES ORDENADORES (ASXA00)
INC000000968230;IBERIA;IBERIA;02.01.18 08:43;03.01.18 15:11;Resolved;MANAGEMENTS GLOBAL PAYROLL - We had to cancel the MANAGEMENTS GLOBAL PAYROLL because it never finish;DBA-Server-Support;Server Tower;Server Tower;Media;2-Alta;Application team confirmed , now clising this incident;Unidad de Operaciones Ordenadores;INCIDENT;03.01.18;SOFTWARE FAILURE;;1;SIN IDENTIFICAR;
INC000000968232;IBERIA;IBERIA;02.01.18 08:56;02.01.18 13:20;Resolved;"[IMM003] SAP no esta dejando operar ( sacar vales ( movimientos 261,201; como a ellos como a nosot";USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;2-Alta;;Mantenimiento Dir. Técnica;INCIDENT;02.01.18;SOFTWARE FAILURE;APPLICATION ERROR;0;SIN IDENTIFICAR;
INC000000968233;IBERIA;IBERIA;02.01.18 09:01;02.01.18 14:50;Resolved;Error al solicitar dias libres en el portal de Tripulantes;Vignette Apps Support;Application Tower;RRHH;Baja;4-Baja;Called user and got confirmation resolved.;Mantenimiento Corporativa y RRHH;INCIDENT;02.01.18;SOFTWARE FAILURE;;0;SIN IDENTIFICAR (VUELO);GESTOR DE FLOTA LARGO RA (ABLY00)
INC000000968240;IBERIA;IBERIA;02.01.18 09:04;02.01.18 09:14;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Resuelto;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;TALLER MOTORES;GESTIÓN DE SUBCONTRATOS (AMITJ0B0)
INC000000968241;IBERIA;IBERIA;02.01.18 09:11;02.01.18 09:27;Resolved;Solicita desbloqueo de usuario SAP.;SSCCLMZ;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Resuelto;Unidad Control del Servicio;INCIDENT;02.01.18;ACCESS FAILURE;PASSWORD RESET;0;SIN IDENTIFICAR (NUEVA ZONA INDUSTRIAL);MNG INVENTARIO Y MODIFICA (AMICV1)
INC000000968243;IBERIA;IBERIA;02.01.18 09:10;02.01.18 10:11;Resolved;No funciona el teclado;IAG EUC Support;EUC;EUC;Media;3-Medio;No es problema de los equipos, fallan las tomas rojas de alimentación, se informa a los usuarios para que abran incidencia al grupo del Covi.;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;02.01.18;HARDWARE FAILURE;;0;NEO-MARTINEZ VILLERGAS 49;SM ASESORÍA JURÍDICA (1JJ000)
INC000000968245;IBERIA;IBERIA;02.01.18 09:17;;Pending;no se enciende el iPad;Mobiles;Network Tower;Network Tower;Baja;4-Baja;;Unidad de Instalaciones y Telecomunicaciones;INCIDENT;09.01.18;HARDWARE FAILURE;;30;SIN IDENTIFICAR (MADRID BARAJAS);GE.ESTAND Y PROC- IMPRENT (AVY000IM)
INC000000968246;IBERIA;IBERIA;02.01.18 10:11;02.01.18 10:11;Resolved;Información petición;SSI;Service Ops Tower;Service Ops Tower;Baja;4-Baja;Se guia y/o informa al usuario de la información necesaria para abrir su petición correctamente durante la llamada realizada.;Unidad Control del Servicio;INCIDENT;02.01.18;PERFORMANCE ISSUE;;0;TALLER MOTORES;BANCO DE PRUEBAS (AMITM0GA)
INC000000968247;IBERIA;IBERIA;02.01.18 09:15;02.01.18 10:56;Resolved;problemas en SAP con la petición de material con la transacción ZMD123;USV_DGMI;Application Tower;Mantenimiento Dir. Técnica – MRO;Media;3-Medio;The problem solved by maintaining the number ranges;Mantenimiento Dir. Técnica;INCIDENT;02.01.18;SOFTWARE FAILURE;;0;TALLER MOTORES;COMPLETACION CFM (AMITJ0CA)
